MEAN£¨ÈË¿ÚÃÜ¶È£©,rate
1892.93,0.0000690122 
1530.35,0.0000557932 
1689.21,0.0000615848 
1470.37,0.0000536067 
1139.39,0.0000415396 
1139.39,0.0000415396 
1139.39,0.0000415396 
1099.47,0.0000400844 
938.00,0.0000341973 
906.00,0.0000330308 
1203.57,0.0000438796 
1352.80,0.0000493201 
1352.80,0.0000493201 
1352.80,0.0000493201 
1384.86,0.0000504890 
1445.39,0.0000526957 
1519.65,0.0000554031 
1522.60,0.0000555108 
865.08,0.0000315391 
22.15,0.0000008074 
22.15,0.0000008074 
22.15,0.0000008074 
22.15,0.0000008074 
22.15,0.0000008074 
22.15,0.0000008074 
0.00,0.0000000000 
0.00,0.0000000000 
1040.16,0.0000379218 
994.86,0.0000362705 
867.64,0.0000316322 
758.47,0.0000276521 
758.47,0.0000276521 
758.47,0.0000276521 
758.47,0.0000276521 
758.47,0.0000276521 
787.69,0.0000287175 
1036.40,0.0000377850 
1714.32,0.0000625003 
764.12,0.0000278580 
898.88,0.0000327712 
1078.97,0.0000393368 
926.52,0.0000337789 
793.71,0.0000289370 
1814.44,0.0000661505 
2047.65,0.0000746531 
2306.91,0.0000841052 
2387.16,0.0000870308 
2354.82,0.0000858517 
1267.26,0.0000462015 
1257.96,0.0000458625 
1253.68,0.0000457066 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1212.34,0.0000441992 
1230.75,0.0000448706 
1223.85,0.0000446188 
1216.93,0.0000443668 
1212.32,0.0000441986 
1210.00,0.0000441141 
1180.23,0.0000430286 
1129.65,0.0000411848 
1129.65,0.0000411848 
1129.65,0.0000411848 
1129.65,0.0000411848 
1129.65,0.0000411848 
13556.90,0.0004942556 
21343.99,0.0007781566 
19992.74,0.0007288929 
3532.84,0.0001287999 
3629.21,0.0001323133 
1224.90,0.0000446571 
1225.49,0.0000446786 
1259.34,0.0000459130 
1259.97,0.0000459357 
1259.97,0.0000459357 
1259.97,0.0000459357 
1259.97,0.0000459357 
1259.97,0.0000459357 
1259.97,0.0000459357 
1259.97,0.0000459357 
1259.97,0.0000459357 
1325.46,0.0000483234 
1957.79,0.0000713770 
1957.80,0.0000713770 
1957.79,0.0000713770 
1957.80,0.0000713770 
1957.79,0.0000713770 
1957.80,0.0000713770 
1957.79,0.0000713770 
1957.79,0.0000713770 
1957.80,0.0000713770 
1689.21,0.0000615848 
1139.39,0.0000415396 
1139.39,0.0000415396 
1139.39,0.0000415396 
1096.55,0.0000399780 
970.84,0.0000353949 
819.05,0.0000298607 
819.05,0.0000298607 
1110.81,0.0000404978 
1352.80,0.0000493201 
1352.80,0.0000493201 
1352.80,0.0000493201 
1352.80,0.0000493201 
1352.80,0.0000493201 
1430.56,0.0000521553 
1424.06,0.0000519180 
997.35,0.0000363611 
22.15,0.0000008074 
22.15,0.0000008074 
37.32,0.0000013604 
103.34,0.0000037676 
22.15,0.0000008074 
894.52,0.0000326123 
0.00,0.0000000000 
0.00,0.0000000000 
1040.16,0.0000379218 
978.90,0.0000356887 
758.47,0.0000276521 
758.47,0.0000276521 
758.47,0.0000276521 
758.47,0.0000276521 
758.47,0.0000276521 
758.47,0.0000276521 
895.37,0.0000326433 
1277.16,0.0000465626 
1414.24,0.0000515602 
770.91,0.0000281056 
775.29,0.0000282655 
775.29,0.0000282655 
775.29,0.0000282655 
775.29,0.0000282655 
775.29,0.0000282655 
775.29,0.0000282655 
1680.05,0.0000612512 
1708.57,0.0000622909 
1555.20,0.0000566994 
1255.62,0.0000457771 
1257.96,0.0000458625 
1230.06,0.0000448453 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1190.93,0.0000434186 
1129.65,0.0000411848 
1129.65,0.0000411848 
1129.65,0.0000411848 
1129.65,0.0000411848 
1129.65,0.0000411848 
12901.69,0.0004703680 
22634.73,0.0008252142 
22634.73,0.0008252142 
22634.73,0.0008252141 
15226.74,0.0005551347 
7135.37,0.0002601404 
9221.00,0.0003361780 
2899.99,0.0001057274 
1259.97,0.0000459357 
1259.97,0.0000459357 
1259.97,0.0000459357 
1259.97,0.0000459357 
1259.97,0.0000459357 
1259.97,0.0000459357 
1259.97,0.0000459357 
1259.97,0.0000459357 
1272.13,0.0000463792 
1829.44,0.0000666977 
1957.80,0.0000713770 
1957.79,0.0000713770 
1957.80,0.0000713770 
1957.80,0.0000713770 
1957.80,0.0000713770 
1957.79,0.0000713770 
1957.79,0.0000713770 
1957.80,0.0000713770 
1957.79,0.0000713770 
1845.50,0.0000672829 
1139.39,0.0000415396 
1123.86,0.0000409735 
990.77,0.0000361215 
819.05,0.0000298607 
819.05,0.0000298607 
819.05,0.0000298607 
1035.06,0.0000377361 
1352.80,0.0000493201 
1352.80,0.0000493201 
1352.80,0.0000493201 
1352.80,0.0000493201 
1352.80,0.0000493201 
1352.80,0.0000493201 
1254.92,0.0000457519 
982.11,0.0000358057 
682.21,0.0000248720 
814.17,0.0000296828 
887.01,0.0000323386 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
0.00,0.0000000000 
0.00,0.0000000000 
1040.16,0.0000379218 
1016.32,0.0000370529 
758.47,0.0000276521 
758.47,0.0000276521 
758.47,0.0000276521 
758.47,0.0000276521 
758.47,0.0000276521 
758.47,0.0000276521 
758.47,0.0000276521 
758.47,0.0000276521 
766.57,0.0000279474 
775.29,0.0000282655 
775.29,0.0000282655 
775.29,0.0000282655 
775.29,0.0000282655 
775.29,0.0000282655 
775.29,0.0000282655 
775.29,0.0000282655 
775.29,0.0000282655 
775.29,0.0000282655 
775.29,0.0000282655 
946.86,0.0000345206 
952.95,0.0000347424 
1085.70,0.0000395822 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1182.28,0.0000431035 
1130.84,0.0000412282 
1129.65,0.0000411848 
1129.65,0.0000411848 
1129.65,0.0000411848 
1129.65,0.0000411848 
1129.65,0.0000411848 
9940.24,0.0003623998 
22634.73,0.0008252141 
22634.73,0.0008252141 
22634.73,0.0008252141 
22634.73,0.0008252142 
22634.73,0.0008252141 
16553.90,0.0006035201 
4765.69,0.0001737468 
1331.78,0.0000485540 
1259.97,0.0000459357 
1259.97,0.0000459357 
1259.97,0.0000459357 
1259.97,0.0000459357 
1259.97,0.0000459357 
1259.97,0.0000459357 
1259.97,0.0000459357 
1259.97,0.0000459357 
1697.29,0.0000618796 
1957.79,0.0000713770 
1957.79,0.0000713770 
1957.80,0.0000713770 
1957.80,0.0000713770 
1957.80,0.0000713770 
1957.80,0.0000713770 
1957.79,0.0000713770 
1957.80,0.0000713770 
1957.80,0.0000713770 
1236.24,0.0000450706 
1139.39,0.0000415396 
1077.07,0.0000392676 
819.05,0.0000298607 
819.05,0.0000298607 
819.05,0.0000298607 
819.05,0.0000298607 
959.30,0.0000349739 
1352.80,0.0000493201 
1352.80,0.0000493201 
1352.80,0.0000493201 
1352.80,0.0000493201 
1352.80,0.0000493201 
1267.98,0.0000462280 
1076.54,0.0000392485 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
0.00,0.0000000000 
1040.16,0.0000379218 
1039.80,0.0000379090 
772.39,0.0000281596 
758.47,0.0000276521 
758.47,0.0000276521 
758.47,0.0000276521 
758.47,0.0000276521 
758.47,0.0000276521 
758.47,0.0000276521 
758.47,0.0000276521 
772.81,0.0000281751 
775.29,0.0000282655 
775.29,0.0000282655 
775.29,0.0000282655 
775.29,0.0000282655 
775.29,0.0000282655 
775.29,0.0000282655 
775.29,0.0000282655 
775.29,0.0000282655 
775.29,0.0000282655 
775.29,0.0000282655 
775.29,0.0000282655 
775.29,0.0000282655 
1004.07,0.0000366062 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1206.58,0.0000439893 
1203.40,0.0000438735 
1133.12,0.0000413112 
1129.65,0.0000411848 
1129.65,0.0000411848 
1129.65,0.0000411848 
1129.65,0.0000411848 
6977.23,0.0002543749 
22634.73,0.0008252141 
22634.73,0.0008252141 
22634.73,0.0008252141 
22506.58,0.0008205419 
19954.78,0.0007275088 
3521.97,0.0001284037 
1401.71,0.0000511034 
1398.02,0.0000509688 
1353.91,0.0000493607 
1374.70,0.0000501187 
1365.52,0.0000497839 
1259.97,0.0000459357 
1259.97,0.0000459357 
1259.97,0.0000459357 
1259.97,0.0000459357 
1259.97,0.0000459357 
1697.29,0.0000618796 
1957.79,0.0000713770 
1957.79,0.0000713770 
1957.79,0.0000713770 
1957.79,0.0000713770 
1957.79,0.0000713770 
1957.80,0.0000713770 
1957.79,0.0000713770 
1957.79,0.0000713770 
1957.79,0.0000713770 
1139.39,0.0000415396 
1139.39,0.0000415396 
1101.73,0.0000401668 
860.05,0.0000313555 
824.41,0.0000300561 
819.05,0.0000298607 
907.91,0.0000331006 
1137.36,0.0000414659 
1352.80,0.0000493201 
1352.80,0.0000493201 
1352.80,0.0000493201 
1352.80,0.0000493201 
1301.97,0.0000474670 
1088.86,0.0000396975 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
967.78,0.0000352832 
960.97,0.0000350350 
954.16,0.0000347866 
862.62,0.0000314494 
800.25,0.0000291754 
758.47,0.0000276521 
758.47,0.0000276521 
758.47,0.0000276521 
758.47,0.0000276521 
758.47,0.0000276521 
765.43,0.0000279060 
780.67,0.0000284617 
775.29,0.0000282655 
775.29,0.0000282655 
775.29,0.0000282655 
775.29,0.0000282655 
780.95,0.0000284717 
1384.30,0.0000504687 
2233.93,0.0000814443 
3133.54,0.0001142422 
1229.57,0.0000448276 
1157.85,0.0000422128 
1301.24,0.0000474406 
1463.34,0.0000533501 
1501.69,0.0000547485 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1180.55,0.0000430405 
1138.52,0.0000415079 
1129.65,0.0000411848 
1129.65,0.0000411848 
1129.65,0.0000411848 
1192.77,0.0000434858 
2603.42,0.0000949152 
9178.11,0.0003346144 
8994.30,0.0003279131 
8718.11,0.0003178439 
8189.47,0.0002985705 
1476.42,0.0000538270 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1380.73,0.0000503384 
1260.24,0.0000459456 
1259.97,0.0000459357 
1259.97,0.0000459357 
1259.97,0.0000459357 
1259.97,0.0000459357 
1550.77,0.0000565377 
1957.80,0.0000713770 
1957.79,0.0000713770 
1957.80,0.0000713770 
1957.80,0.0000713770 
1957.80,0.0000713770 
1957.79,0.0000713770 
1957.79,0.0000713770 
1905.12,0.0000694567 
1697.86,0.0000619003 
1140.15,0.0000415675 
1139.39,0.0000415396 
1139.39,0.0000415396 
1139.39,0.0000415396 
1052.57,0.0000383744 
1291.48,0.0000470847 
1598.38,0.0000582734 
1472.24,0.0000536748 
1260.51,0.0000459554 
1142.84,0.0000416655 
1080.66,0.0000393987 
1049.54,0.0000382642 
937.63,0.0000341840 
887.18,0.0000323447 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
893.38,0.0000325709 
813.74,0.0000296672 
826.06,0.0000301165 
838.80,0.0000305807 
851.54,0.0000310454 
864.30,0.0000315104 
1348.02,0.0000491460 
1171.43,0.0000427080 
780.03,0.0000284382 
775.29,0.0000282655 
775.29,0.0000282655 
775.29,0.0000282655 
775.29,0.0000282655 
1761.52,0.0000642213 
3000.64,0.0001093968 
5418.50,0.0001975468 
4437.72,0.0001617900 
4147.23,0.0001511992 
4147.23,0.0001511992 
4147.23,0.0001511992 
3763.72,0.0001372171 
2381.60,0.0000868282 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
1143.29,0.0000416820 
1129.65,0.0000411848 
1129.65,0.0000411848 
1129.65,0.0000411848 
1129.65,0.0000411848 
1312.85,0.0000478637 
2436.35,0.0000888241 
2436.35,0.0000888241 
2436.35,0.0000888241 
2436.35,0.0000888241 
2436.35,0.0000888241 
1536.44,0.0000560155 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1382.45,0.0000504011 
1310.80,0.0000477889 
1260.43,0.0000459528 
1270.53,0.0000463209 
1333.77,0.0000486263 
1669.79,0.0000608769 
1957.80,0.0000713770 
1957.80,0.0000713770 
1957.80,0.0000713770 
1957.79,0.0000713770 
1957.80,0.0000713770 
1957.79,0.0000713770 
1957.80,0.0000713770 
1767.02,0.0000644219 
1139.39,0.0000415396 
1139.39,0.0000415396 
1139.39,0.0000415396 
1139.39,0.0000415396 
1139.39,0.0000415396 
1598.03,0.0000582606 
1987.26,0.0000724514 
1987.26,0.0000724514 
1987.26,0.0000724514 
1115.63,0.0000406733 
732.19,0.0000266939 
732.19,0.0000266939 
732.19,0.0000266939 
732.19,0.0000266939 
735.20,0.0000268037 
871.81,0.0000317844 
883.83,0.0000322226 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
0.00,0.0000000000 
0.00,0.0000000000 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
1287.90,0.0000469542 
1786.47,0.0000651310 
979.89,0.0000357248 
852.08,0.0000310652 
775.29,0.0000282655 
779.75,0.0000284279 
1273.54,0.0000464304 
1739.37,0.0000634138 
2510.66,0.0000915335 
5418.49,0.0001975468 
4609.49,0.0001680521 
4147.23,0.0001511992 
4147.23,0.0001511992 
4147.23,0.0001511992 
4147.23,0.0001511992 
3775.28,0.0001376386 
2857.51,0.0001041788 
3103.32,0.0001131406 
3349.33,0.0001221093 
1210.00,0.0000441141 
1210.00,0.0000441141 
1210.00,0.0000441141 
2055.75,0.0000749483 
5808.02,0.0002117481 
1481.24,0.0000540029 
1138.50,0.0000415071 
1129.65,0.0000411848 
1129.65,0.0000411848 
1129.65,0.0000411848 
1129.65,0.0000411848 
1312.85,0.0000478637 
2436.35,0.0000888241 
2436.35,0.0000888241 
2436.35,0.0000888241 
2436.35,0.0000888241 
2436.35,0.0000888241 
1679.54,0.0000612326 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1394.17,0.0000508284 
1397.90,0.0000509645 
1401.71,0.0000511034 
1466.34,0.0000534597 
1957.79,0.0000713770 
1957.79,0.0000713770 
1957.80,0.0000713770 
1957.79,0.0000713770 
1957.80,0.0000713770 
1957.79,0.0000713770 
1957.79,0.0000713770 
1957.80,0.0000713770 
1882.36,0.0000686269 
1139.39,0.0000415396 
1139.39,0.0000415396 
1139.39,0.0000415396 
1139.39,0.0000415396 
1663.50,0.0000606475 
1977.50,0.0000720953 
1987.26,0.0000724514 
1987.26,0.0000724514 
1987.26,0.0000724514 
1294.05,0.0000471783 
732.19,0.0000266939 
732.19,0.0000266939 
732.19,0.0000266939 
732.19,0.0000266939 
732.19,0.0000266939 
740.28,0.0000269889 
835.70,0.0000304680 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
0.00,0.0000000000 
0.00,0.0000000000 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
1177.18,0.0000429176 
1786.47,0.0000651310 
1786.47,0.0000651310 
1371.11,0.0000499876 
957.03,0.0000348913 
775.29,0.0000282655 
1701.86,0.0000620462 
1786.47,0.0000651310 
2020.97,0.0000736802 
5418.50,0.0001975468 
4781.32,0.0001743167 
4147.23,0.0001511992 
4147.23,0.0001511992 
4147.23,0.0001511992 
4122.51,0.0001502979 
3952.93,0.0001441152 
3782.31,0.0001378951 
3782.31,0.0001378951 
3782.31,0.0001378951 
3639.64,0.0001326934 
1313.64,0.0000478926 
1236.99,0.0000450980 
2590.02,0.0000944265 
11940.37,0.0004353203 
8416.42,0.0003068447 
1138.50,0.0000415071 
1129.65,0.0000411848 
1129.65,0.0000411848 
1129.65,0.0000411848 
1129.65,0.0000411848 
1153.80,0.0000420650 
2415.45,0.0000880621 
2436.35,0.0000888241 
2436.35,0.0000888241 
2436.35,0.0000888241 
2436.35,0.0000888241 
1822.76,0.0000664540 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1459.73,0.0000532186 
1957.80,0.0000713770 
1957.80,0.0000713770 
1957.80,0.0000713770 
1957.80,0.0000713770 
1957.80,0.0000713770 
1957.80,0.0000713770 
1957.80,0.0000713770 
1957.79,0.0000713770 
1956.43,0.0000713272 
1139.39,0.0000415396 
1139.39,0.0000415396 
1175.38,0.0000428518 
1714.06,0.0000624910 
1918.12,0.0000699306 
1987.26,0.0000724514 
1987.26,0.0000724514 
1987.26,0.0000724514 
1987.26,0.0000724514 
1472.47,0.0000536832 
732.19,0.0000266939 
732.19,0.0000266939 
732.19,0.0000266939 
732.19,0.0000266939 
732.19,0.0000266939 
848.34,0.0000309285 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
0.00,0.0000000000 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
1057.70,0.0000385614 
1786.47,0.0000651310 
1786.47,0.0000651310 
1772.84,0.0000646339 
1661.10,0.0000605601 
876.05,0.0000319389 
1438.45,0.0000524429 
1719.33,0.0000626832 
1786.47,0.0000651310 
5418.49,0.0001975468 
4953.22,0.0001805838 
4147.23,0.0001511992 
4173.17,0.0001521449 
4286.98,0.0001562940 
7486.84,0.0002729544 
3782.31,0.0001378951 
3782.31,0.0001378951 
3782.31,0.0001378951 
3782.31,0.0001378951 
3782.31,0.0001378951 
3720.58,0.0001356444 
1236.99,0.0000450980 
2590.02,0.0000944265 
11940.37,0.0004353203 
8416.42,0.0003068447 
5205.23,0.0001897718 
4343.36,0.0001583495 
1129.65,0.0000411848 
1129.65,0.0000411848 
1129.65,0.0000411848 
1129.65,0.0000411848 
2259.57,0.0000823790 
2436.35,0.0000888241 
2436.35,0.0000888241 
2436.35,0.0000888241 
1885.51,0.0000687416 
1501.83,0.0000547534 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1420.16,0.0000517760 
1822.77,0.0000664542 
1913.47,0.0000697610 
1957.79,0.0000713770 
1957.80,0.0000713770 
1957.80,0.0000713770 
1957.80,0.0000713770 
1957.80,0.0000713770 
1957.79,0.0000713770 
1957.80,0.0000713770 
1177.62,0.0000429337 
1285.40,0.0000468629 
1527.21,0.0000556787 
1985.28,0.0000723789 
1987.26,0.0000724514 
1987.26,0.0000724514 
1987.26,0.0000724514 
1987.26,0.0000724514 
1987.26,0.0000724514 
1650.90,0.0000601883 
732.19,0.0000266939 
732.19,0.0000266939 
732.19,0.0000266939 
732.19,0.0000266939 
732.19,0.0000266939 
825.13,0.0000300824 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
0.00,0.0000000000 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
939.24,0.0000342426 
1785.95,0.0000651119 
1786.47,0.0000651310 
1673.84,0.0000610246 
1176.27,0.0000428843 
1176.27,0.0000428843 
1176.27,0.0000428843 
1424.26,0.0000519256 
1786.47,0.0000651310 
5418.50,0.0001975468 
5366.69,0.0001956581 
5316.32,0.0001938217 
5411.28,0.0001972839 
7854.47,0.0002863574 
19571.48,0.0007135346 
3782.31,0.0001378951 
3782.31,0.0001378951 
3782.31,0.0001378951 
3782.31,0.0001378951 
3782.31,0.0001378951 
3720.58,0.0001356444 
2055.16,0.0000749267 
2703.91,0.0000985788 
9239.33,0.0003368464 
8437.96,0.0003076301 
9334.81,0.0003403275 
11655.50,0.0004249347 
9758.90,0.0003557886 
1129.65,0.0000411848 
1129.65,0.0000411848 
1217.87,0.0000444011 
2138.87,0.0000779787 
2436.35,0.0000888241 
2436.35,0.0000888241 
2436.35,0.0000888241 
1817.33,0.0000662561 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1401.71,0.0000511034 
1761.10,0.0000642059 
1957.79,0.0000713770 
1957.80,0.0000713770 
1957.79,0.0000713770 
1957.80,0.0000713770 
1957.80,0.0000713770 
1957.79,0.0000713770 
1955.21,0.0000712829 
1281.48,0.0000467202 
1484.22,0.0000541117 
1987.26,0.0000724514 
1987.26,0.0000724514 
1987.26,0.0000724514 
1987.26,0.0000724514 
1987.26,0.0000724514 
1987.26,0.0000724514 
1987.26,0.0000724514 
1829.43,0.0000666973 
732.19,0.0000266939 
732.19,0.0000266939 
732.19,0.0000266939 
732.19,0.0000266939 
824.52,0.0000300602 
884.43,0.0000322443 
894.52,0.0000326123 
884.03,0.0000322299 
851.10,0.0000310293 
894.52,0.0000326123 
894.52,0.0000326123 
894.52,0.0000326123 
0.00,0.0000000000 
0.00,0.0000000000 
0.00,0.0000000000 
887.37,0.0000323518 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
945.63,0.0000344757 
1661.02,0.0000605571 
1429.16,0.0000521040 
1183.97,0.0000431649 
1176.27,0.0000428843 
1176.27,0.0000428843 
1176.27,0.0000428843 
1176.36,0.0000428877 
2776.79,0.0001012359 
5418.50,0.0001975468 
5392.59,0.0001966024 
5367.41,0.0001956842 
5414.89,0.0001974153 
11932.44,0.0004350312 
19407.73,0.0007075644 
3963.10,0.0001444862 
3782.31,0.0001378951 
3782.31,0.0001378951 
3782.31,0.0001378951 
3782.31,0.0001378951 
3782.31,0.0001378951 
3745.46,0.0001365516 
3258.84,0.0001188102 
2799.02,0.0001020463 
2608.06,0.0000950845 
3434.69,0.0001252216 
4972.84,0.0001812993 
6115.74,0.0002229667 
8085.42,0.0002947772 
11892.94,0.0004335912 
8115.55,0.0002958756 
7654.87,0.0002790801 
6836.52,0.0002492450 
2473.72,0.0000901867 
2347.11,0.0000855705 
1516.63,0.0000552932 
1401.71,0.0000511034 
2027.29,0.0000739107 
2334.69,0.0000851178 
2228.74,0.0000812552 
1471.05,0.0000536313 
1620.85,0.0000590926 
1722.84,0.0000628112 
1824.91,0.0000665322 
1927.05,0.0000702562 
2029.28,0.0000739832 
1950.11,0.0000710970 
1641.01,0.0000598276 
1966.67,0.0000717005 
1947.64,0.0000710068 
1756.48,0.0000640375 
1741.10,0.0000634767 
1725.70,0.0000629154 
1710.28,0.0000623533 
1683.36,0.0000613719 
1462.55,0.0000533215 
1425.85,0.0000519835 
1425.85,0.0000519835 
1426.96,0.0000520238 
1616.37,0.0000589293 
1903.57,0.0000693999 
1987.26,0.0000724514 
1987.26,0.0000724514 
1987.26,0.0000724514 
1987.26,0.0000724514 
1987.26,0.0000724514 
2473.20,0.0000901676 
1392.91,0.0000507826 
727.44,0.0000265208 
726.08,0.0000264712 
724.72,0.0000264216 
807.89,0.0000294540 
884.88,0.0000322607 
813.82,0.0000296700 
825.58,0.0000300987 
705.05,0.0000257045 
705.05,0.0000257045 
894.52,0.0000326123 
894.52,0.0000326123 
859.10,0.0000313209 
829.29,0.0000302343 
820.14,0.0000299006 
832.80,0.0000303622 
0.00,0.0000000000 
796.66,0.0000290447 
858.87,0.0000313127 
858.87,0.0000313127 
875.48,0.0000319181 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
894.23,0.0000326016 
997.04,0.0000363499 
1576.12,0.0000574620 
1246.37,0.0000454398 
1176.27,0.0000428843 
1176.27,0.0000428843 
1176.27,0.0000428843 
1176.27,0.0000428843 
1176.27,0.0000428843 
5308.75,0.0001935456 
6252.54,0.0002279543 
5418.50,0.0001975468 
5418.50,0.0001975468 
9276.42,0.0003381987 
20546.45,0.0007490798 
12160.52,0.0004433467 
4322.43,0.0001575865 
3994.96,0.0001456477 
3782.31,0.0001378951 
3782.31,0.0001378951 
3782.31,0.0001378951 
3782.31,0.0001378951 
3782.31,0.0001378951 
3781.99,0.0001378833 
3091.85,0.0001127224 
2608.06,0.0000950845 
2608.06,0.0000950845 
2608.06,0.0000950845 
3042.00,0.0001109050 
9418.87,0.0003433921 
11802.34,0.0004302883 
11940.37,0.0004353203 
11940.37,0.0004353203 
11325.72,0.0004129117 
4127.24,0.0001504705 
3800.30,0.0001385508 
3037.97,0.0001107579 
1989.86,0.0000725461 
3262.53,0.0001189449 
3487.92,0.0001271621 
3478.00,0.0001268003 
3481.69,0.0001269352 
3487.92,0.0001271621 
3487.92,0.0001271621 
3487.92,0.0001271621 
3487.92,0.0001271621 
3487.92,0.0001271621 
3112.59,0.0001134784 
2333.94,0.0000850905 
2435.66,0.0000887990 
2257.38,0.0000822991 
1645.63,0.0000599962 
1645.63,0.0000599962 
1645.63,0.0000599962 
1645.63,0.0000599962 
1645.63,0.0000599962 
1467.28,0.0000534938 
1425.85,0.0000519835 
1425.85,0.0000519835 
1425.85,0.0000519835 
